,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊,亥哩,喷风浚,俊瓶亥哩,磊老坊,磊老坊,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊
2017-06-29,何咯,26.9,8.8,376.0,10.4,4.2,1.709,0.07,37.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-30,何咯,27.5,9.0,383.0,12.3,4.3,1.765,0.063,38.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-01,何咯,26.6,9.0,369.0,12.7,4.3,1.771,0.059,46.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-02,何咯,25.6,8.3,353.0,9.2,4.3,1.877,0.065,46.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-03,何咯,25.3,7.6,343.0,7.8,4.1,2.02,0.054,41.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-04,何咯,,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-05,何咯,,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-06,何咯,,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-07,何咯,,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-08,何咯,26.7,6.7,223.0,5.7,,3.557,0.213,20.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-09,何咯,25.5,6.8,241.0,5.9,,4.204,0.254,15.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-10,何咯,25.5,6.7,195.0,5.8,,4.722,0.296,13.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-11,何咯,24.9,6.6,140.0,5.1,6.0,6.334,0.397,19.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-12,何咯,26.3,6.6,157.0,5.4,5.2,5.976,0.338,7.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-13,何咯,27.7,6.7,182.0,6.1,4.6,4.819,0.255,7.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-14,何咯,28.0,6.7,205.0,6.6,4.4,4.452,0.202,14.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-15,何咯,27.7,6.9,230.0,7.1,4.4,4.105,0.166,32.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-16,何咯,27.9,7.1,285.0,7.7,4.4,4.029,0.15,58.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-17,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-07-19,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-07-20,何咯,26.4,6.9,208.0,7.7,4.4,4.054,0.171,15.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-21,何咯,27.8,7.2,219.0,8.3,4.5,3.832,0.147,38.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-22,何咯,28.7,8.1,242.0,10.7,4.4,3.607,0.122,109.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-23,何咯,28.7,8.5,267.0,11.4,4.5,3.66,0.106,170.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-24,何咯,28.7,8.1,281.0,9.9,4.5,3.609,,129.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-25,何咯,28.6,7.8,305.0,9.1,4.8,3.338,0.098,111.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-26,何咯,28.2,7.0,243.0,6.5,5.4,4.043,0.191,38.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-27,何咯,28.7,6.8,193.0,6.4,5.6,4.258,0.235,23.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-28,何咯,28.6,6.9,192.0,7.0,5.5,4.096,0.192,30.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-29,何咯,29.0,7.2,219.0,8.1,5.2,3.757,0.14,54.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-30,何咯,29.8,7.8,291.0,9.9,5.0,3.548,0.103,93.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-07-31,何咯,28.0,6.8,227.0,5.7,4.7,3.815,0.176,32.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-01,何咯,26.8,6.9,,5.9,4.7,4.143,0.229,23.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-02,何咯,26.8,6.7,,5.6,4.9,4.938,0.306,13.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-03,何咯,27.9,6.8,,6.5,4.8,4.268,0.254,19.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-04,何咯,29.2,7.4,,8.8,4.6,3.599,0.185,63.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-05,何咯,30.3,8.5,230.0,12.2,4.4,3.057,0.115,131.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-06,何咯,31.5,8.6,247.0,12.2,,2.678,0.088,84.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-07,何咯,32.0,8.7,253.0,11.4,,2.535,0.072,51.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-08,何咯,31.4,8.6,244.0,9.3,4.0,2.563,0.06,44.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-09,何咯,29.9,7.6,257.0,6.0,4.0,2.853,0.078,33.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-10,何咯,29.8,7.3,282.0,5.5,4.3,2.838,0.101,24.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-11,何咯,29.4,7.3,270.0,6.3,4.6,2.77,0.089,34.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-12,何咯,28.7,7.4,263.0,8.0,4.7,2.715,0.079,57.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-13,何咯,27.6,7.2,260.0,7.7,4.8,2.835,0.072,63.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-14,何咯,26.6,7.0,253.0,6.5,4.6,2.829,0.085,48.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-15,何咯,25.5,7.0,294.0,6.4,4.2,3.032,0.103,42.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-16,何咯,24.2,6.7,214.0,5.6,4.1,3.112,0.107,17.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-17,何咯,24.8,6.7,210.0,5.9,4.0,3.26,0.098,17.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-18,何咯,25.9,6.8,224.0,6.1,4.0,3.419,0.103,16.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-19,何咯,25.9,6.8,227.0,6.3,3.9,3.533,0.111,21.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-20,何咯,22.5,6.9,228.0,7.1,3.5,2.992,0.079,10.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-21,何咯,22.1,6.9,198.0,7.2,,3.887,,10.2,,,,,,,,,,,,,,,
2017-08-22,何咯,,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-23,何咯,24.4,6.9,169.0,7.1,4.1,3.758,0.146,7.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-24,何咯,24.9,7.0,190.0,7.5,3.8,3.46,0.108,9.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-25,何咯,24.8,6.8,172.0,6.6,3.9,4.086,0.156,9.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-26,何咯,24.5,6.8,165.0,6.7,3.9,3.725,0.16,6.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-27,何咯,23.5,6.9,188.0,7.9,3.6,3.244,0.1,9.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-28,何咯,23.0,7.0,206.0,8.3,3.6,3.022,0.068,12.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-29,何咯,22.9,6.8,172.0,7.5,4.4,4.786,0.201,9.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-30,何咯,22.6,6.7,182.0,7.0,4.1,4.261,0.166,6.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-31,何咯,21.9,6.8,192.0,8.0,3.5,3.457,0.097,7.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-01,何咯,22.0,6.9,205.0,8.6,3.5,3.213,0.074,15.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-02,何咯,22.9,7.5,221.0,10.3,3.6,3.143,0.066,48.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-03,何咯,23.7,8.1,240.0,12.3,3.6,3.019,0.066,93.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-04,何咯,24.2,8.7,260.0,14.3,3.7,2.956,0.063,133.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-05,何咯,23.8,8.6,269.0,13.4,3.6,2.915,0.06,123.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-06,何咯,23.7,8.4,286.0,11.7,3.8,2.893,0.052,91.7,,,,,,,,,,,,,,,
2017-09-07,何咯,24.5,8.8,320.0,12.2,4.2,3.019,0.066,86.2,,,,,,,,,,,,,,,
2017-09-08,何咯,25.1,8.7,339.0,11.9,4.2,3.068,0.061,51.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-09,何咯,25.4,8.5,346.0,11.1,4.0,3.024,0.058,43.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-10,何咯,24.7,8.0,354.0,9.2,4.0,3.067,0.053,46.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-11,何咯,23.7,7.8,351.0,8.1,4.0,3.17,0.07,48.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-12,何咯,23.5,7.5,320.0,8.7,3.9,3.128,0.088,51.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-13,何咯,23.1,7.2,264.0,8.5,3.7,3.206,0.121,41.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-14,何咯,23.0,7.3,233.0,9.4,3.5,2.862,0.106,52.6,,,,,,,,,,,,,,,
2017-09-15,何咯,23.0,7.6,220.0,10.5,,2.413,0.104,75.9,,,,,,,,,,,,,,,
2017-09-16,何咯,22.6,8.0,226.0,10.8,3.5,2.389,0.107,102.6,,,,,,,,,,,,,,,
2017-09-17,何咯,22.8,8.4,245.0,11.1,3.6,2.4,0.107,95.3,,,,,,,,,,,,,,,
2017-09-18,何咯,23.0,8.6,269.0,11.6,3.7,2.42,0.091,80.6,,,,,,,,,,,,,,,
2017-09-19,何咯,23.5,8.7,294.0,11.2,3.8,2.523,0.082,56.2,,,,,,,,,,,,,,,
2017-09-20,何咯,23.7,8.4,324.0,8.5,4.0,2.832,0.098,38.7,,,,,,,,,,,,,,,
2017-09-21,何咯,23.9,8.3,347.0,8.2,4.0,2.781,0.084,37.4,,,,,,,,,,,,,,,
2017-09-22,何咯,23.5,8.2,365.0,7.7,4.0,2.781,0.067,32.6,,,,,,,,,,,,,,,
2017-09-23,何咯,23.4,8.3,380.0,8.6,4.0,2.831,0.066,38.6,,,,,,,,,,,,,,,
2017-09-24,何咯,23.9,8.7,388.0,10.4,4.1,3.011,0.067,46.7,,,,,,,,,,,,,,,
2017-09-25,何咯,24.3,8.7,396.0,9.9,4.0,3.058,0.067,50.1,,,,,,,,,,,,,,,
2017-09-26,何咯,24.5,8.4,401.0,9.0,4.0,2.984,0.065,53.0,,,,,,,,,,,,,,,
2017-09-27,何咯,23.7,8.0,412.0,7.7,4.1,3.016,0.06,55.1,,,,,,,,,,,,,,,
2017-09-28,何咯,23.7,8.1,423.0,8.3,4.7,3.065,0.068,60.7,,,,,,,,,,,,,,,
2017-09-29,何咯,23.4,8.5,426.0,10.3,4.8,3.04,0.073,73.0,,,,,,,,,,,,,,,
2017-09-30,何咯,23.2,8.7,427.0,11.9,4.6,2.905,0.07,74.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-01,何咯,22.2,8.4,429.0,9.5,4.2,3.003,0.064,70.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-02,何咯,22.0,8.4,427.0,9.8,4.1,3.074,0.07,83.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-03,何咯,21.6,8.3,404.0,9.8,4.0,3.017,0.074,82.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-04,何咯,21.3,8.2,363.0,10.7,3.8,2.805,0.068,81.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-05,何咯,21.1,8.5,354.0,11.7,3.8,2.718,0.066,91.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-06,何咯,20.7,8.5,369.0,11.3,3.9,2.939,0.072,105.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-07,何咯,21.3,8.6,397.0,11.5,4.0,,0.071,93.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-08,何咯,21.9,8.7,404.0,11.8,3.9,,0.05,66.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-09,何咯,22.9,8.9,399.0,13.7,3.9,,0.043,54.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-10,何咯,23.2,8.9,389.0,13.0,4.1,,0.04,38.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-11,何咯,22.4,8.5,377.0,10.2,4.0,,,36.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-12,何咯,20.9,7.7,379.0,7.4,4.0,,,43.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-13,何咯,20.3,7.8,378.0,7.9,3.9,4.726,,47.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-14,何咯,19.8,7.6,378.0,7.6,3.9,4.906,0.095,44.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-15,何咯,19.4,7.5,383.0,7.3,3.9,4.957,0.098,36.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-16,何咯,19.3,7.5,394.0,7.5,4.0,5.052,,35.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-17,何咯,19.4,7.9,400.0,9.3,4.0,5.078,0.089,49.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-18,何咯,19.1,7.9,406.0,9.4,4.1,4.45,0.098,57.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-19,何咯,18.9,7.8,417.0,9.1,4.0,4.12,0.096,47.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-20,何咯,18.8,7.7,433.0,8.9,3.9,,0.076,38.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-21,何咯,18.4,8.0,442.0,9.3,3.9,,0.078,40.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-22,何咯,17.9,8.3,435.0,10.0,3.7,,0.078,52.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-23,何咯,17.5,8.5,441.0,10.9,3.8,,0.073,61.6,,,,,,,,,,,,,,,
2017-10-24,何咯,17.7,8.7,460.0,11.8,4.0,,0.073,64.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-25,何咯,17.6,8.7,465.0,11.8,4.1,3.864,0.078,58.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-26,何咯,17.5,8.5,472.0,11.7,4.1,3.926,0.078,51.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-27,何咯,17.3,8.4,480.0,11.2,4.1,3.895,0.074,55.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-28,何咯,17.3,8.3,489.0,11.2,4.2,4.043,0.077,61.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-29,何咯,16.9,8.2,478.0,10.8,4.2,4.053,0.079,64.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-30,何咯,16.1,8.3,449.0,11.1,4.1,3.609,0.067,61.4,,,,,,,,,,,,,,,
2017-10-31,何咯,16.1,8.4,418.0,11.8,4.1,3.344,0.054,56.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-01,何咯,15.7,8.3,409.0,11.7,4.0,3.503,0.054,61.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-02,何咯,15.7,8.3,407.0,12.2,3.9,3.356,0.054,58.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-03,何咯,15.4,8.3,413.0,12.1,3.7,3.079,0.052,61.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-04,何咯,15.1,8.4,425.0,12.5,3.8,3.107,0.059,64.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-05,何咯,15.0,8.4,429.0,12.4,3.8,3.168,0.061,60.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-06,何咯,14.6,8.4,427.0,12.2,3.8,3.106,0.055,65.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-07,何咯,14.7,8.3,426.0,12.0,3.9,3.196,0.051,63.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-08,何咯,14.8,8.4,423.0,12.7,4.0,3.113,0.048,51.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-09,何咯,14.2,8.2,418.0,12.6,3.7,3.13,0.049,50.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-10,何咯,13.8,7.9,423.0,11.4,3.7,3.28,0.047,50.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-11,何咯,13.4,7.9,452.0,11.4,3.8,3.462,0.048,50.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-12,何咯,13.0,8.1,478.0,12.0,3.9,3.739,0.048,50.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-13,何咯,12.5,7.9,493.0,11.9,4.0,4.069,0.048,55.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-14,何咯,12.3,7.4,479.0,11.1,,,0.057,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-15,何咯,12.0,7.2,456.0,10.7,3.7,3.853,0.054,38.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-16,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-18,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-19,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-23,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-25,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-26,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-03,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-09,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-10,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-16,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-17,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-23,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-24,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-25,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-30,何咯,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,何咯,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,何咯,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,何咯,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,何咯,4.4,7.2,476.0,13.4,3.9,4.433,0.049,17.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-04,何咯,4.1,7.1,510.0,13.3,4.1,5.041,0.057,21.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-05,何咯,3.7,7.2,515.0,13.6,4.3,5.048,0.054,22.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-06,何咯,3.5,7.4,517.0,14.2,4.2,4.777,0.051,20.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-07,何咯,3.4,7.4,522.0,14.3,4.3,4.809,0.047,20.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-08,何咯,3.8,7.5,531.0,14.3,4.2,5.032,0.041,25.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-09,何咯,3.9,7.5,543.0,14.3,4.3,5.255,0.037,29.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-10,何咯,3.6,7.6,540.0,14.5,3.7,5.067,0.035,32.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-11,何咯,3.0,7.6,545.0,14.8,3.6,5.068,0.034,29.4,,,,,,,,,,,,,,,
