,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,殴档,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘
2018-01-18,咯林,4.4,8.0,282.0,14.1,0.8,2.4,3.565,0.013,3.8
2018-01-19,咯林,5.1,8.0,279.0,13.9,0.8,2.4,3.32,0.011,4.7
2018-01-20,咯林,5.0,8.1,276.0,13.9,0.8,2.4,3.394,0.011,4.6
2018-01-21,咯林,4.7,8.1,276.0,14.0,0.8,2.3,3.443,0.011,4.0
2018-01-22,咯林,4.8,8.1,277.0,14.2,0.6,2.3,3.653,0.011,3.9
2018-01-23,咯林,4.3,8.1,278.0,14.1,0.6,2.4,3.479,0.013,4.3
2018-01-24,咯林,2.5,8.0,283.0,14.2,0.5,2.4,3.367,0.012,4.5
2018-01-25,咯林,1.7,8.2,287.0,15.2,0.3,2.4,3.333,0.011,3.8
2018-01-26,咯林,1.5,8.2,292.0,15.8,0.3,2.3,3.394,0.011,3.6
2018-01-27,咯林,1.6,8.2,293.0,15.7,0.3,2.3,3.605,0.011,3.9
2018-01-28,咯林,1.8,8.2,287.0,15.6,0.2,2.2,3.674,0.011,3.7
2018-01-29,咯林,1.7,8.1,283.0,15.6,0.2,2.2,3.734,0.011,3.4
2018-01-30,咯林,1.6,8.1,282.0,15.2,0.2,2.3,3.547,0.011,3.0
2018-01-31,咯林,1.7,8.1,280.0,14.9,0.2,2.4,3.35,0.011,2.9
2018-02-01,咯林,1.9,8.1,283.0,14.6,0.2,2.4,3.375,0.012,2.8
2018-02-02,咯林,2.3,8.1,277.0,14.7,0.2,2.4,3.273,0.011,2.9
2018-02-03,咯林,2.4,8.1,280.0,15.0,0.1,2.5,3.312,0.012,3.2
2018-02-04,咯林,2.2,8.1,281.0,14.8,0.2,2.5,3.38,0.011,3.0
2018-02-05,咯林,1.9,8.1,277.0,14.9,0.2,2.5,,0.01,2.7
2018-02-06,咯林,1.8,8.1,281.0,14.9,,2.5,3.622,0.011,2.2
2018-02-07,咯林,1.8,8.1,280.0,14.8,1.0,2.5,3.555,0.011,2.4
2018-02-08,咯林,2.0,8.1,276.0,14.8,1.0,2.4,3.527,0.009,2.7
2018-02-09,咯林,2.2,8.1,273.0,15.0,1.0,2.4,3.492,0.009,3.4
2018-02-10,咯林,2.5,8.1,270.0,15.0,1.0,2.3,3.42,0.01,3.7
2018-02-11,咯林,2.7,8.0,276.0,14.8,1.0,2.4,3.512,0.009,3.4
2018-02-12,咯林,2.3,8.1,270.0,14.8,0.9,2.4,3.522,0.01,3.6
2018-02-13,咯林,2.1,8.1,272.0,15.0,0.9,2.4,3.591,0.01,3.2
2018-02-14,咯林,2.7,8.2,268.0,15.0,1.0,2.4,3.754,0.01,3.4
2018-02-15,咯林,3.7,8.2,271.0,14.7,1.1,2.4,3.583,0.013,4.0
2018-02-16,咯林,4.0,8.1,274.0,14.1,1.2,2.4,3.666,0.011,5.3
2018-02-17,咯林,4.0,8.2,268.0,14.2,1.2,2.4,3.464,0.011,5.4
2018-02-18,咯林,3.6,8.1,265.0,14.1,1.1,2.4,3.478,0.01,4.9
2018-02-19,咯林,3.6,8.1,267.0,14.2,1.1,2.4,3.505,0.009,4.2
2018-02-20,咯林,3.9,8.2,269.0,14.3,1.2,2.4,3.588,0.011,5.4
2018-02-21,咯林,,,,,,,,,
2018-02-22,咯林,,,,,,,,,
2018-02-23,咯林,,,,,,,,,
2018-02-24,咯林,,,,,,,,,
2018-02-25,咯林,,,,,,,,,
2018-02-26,咯林,,,,,,,,,
2018-02-27,咯林,,,,,,,,,
2018-02-28,咯林,,,,,,,,,
2018-03-01,咯林,5.3,8.2,260.0,13.6,4.9,2.8,3.385,0.019,14.3
2018-03-02,咯林,5.3,7.8,267.0,12.8,25.5,4.8,4.12,0.099,12.1
2018-03-03,咯林,6.0,8.0,274.0,12.9,11.5,4.4,4.272,0.087,9.7
2018-03-04,咯林,7.5,8.2,267.0,13.0,3.8,3.5,3.642,0.04,11.7
2018-03-05,咯林,8.7,8.2,264.0,12.2,3.8,3.5,3.46,0.032,15.2
2018-03-06,咯林,7.8,7.5,290.0,11.3,22.6,6.0,4.482,0.121,13.5
2018-03-07,咯林,7.5,7.8,287.0,12.3,10.8,5.1,4.442,0.104,12.6
2018-03-08,咯林,,,,,,,,,
2018-03-09,咯林,7.4,7.7,277.0,12.0,4.8,3.6,3.866,0.043,11.6
2018-03-10,咯林,7.6,7.8,278.0,12.0,6.0,4.0,4.132,0.045,11.3
2018-03-11,咯林,7.9,7.9,272.0,12.2,5.9,3.8,4.17,0.041,11.3
2018-03-12,咯林,8.6,8.1,260.0,12.6,4.4,3.4,3.989,0.034,13.5
2018-03-13,咯林,8.7,8.2,256.0,12.6,3.7,2.9,3.944,0.029,13.7
2018-03-14,咯林,9.7,8.2,253.0,12.5,3.4,2.6,3.575,0.028,14.9
2018-03-15,咯林,10.5,8.1,255.0,12.0,3.8,2.5,3.303,0.025,15.2
2018-03-16,咯林,10.2,7.7,264.0,10.8,5.3,2.7,3.207,0.024,14.2
2018-03-17,咯林,9.5,7.8,270.0,11.4,4.2,2.9,3.399,0.026,10.3
2018-03-18,咯林,9.5,8.1,255.0,12.0,2.9,2.6,3.324,0.021,8.9
2018-03-19,咯林,9.5,7.9,255.0,11.4,3.8,2.5,3.388,0.022,10.7
2018-03-20,咯林,8.7,7.7,257.0,11.1,4.9,2.7,3.27,0.026,9.1
2018-03-21,咯林,7.8,7.9,251.0,11.7,4.2,2.6,3.368,0.023,9.7
2018-03-22,咯林,7.6,7.8,247.0,12.1,3.2,2.5,3.542,0.022,10.4
2018-03-23,咯林,8.8,7.8,241.0,12.4,3.5,2.5,3.72,0.024,8.6
2018-03-24,咯林,9.2,7.8,235.0,12.1,4.7,2.6,3.822,0.025,6.2
2018-03-25,咯林,9.4,7.7,233.0,11.9,4.1,2.6,4.016,0.024,5.5
2018-03-26,咯林,10.4,7.8,228.0,11.8,3.5,2.4,3.958,0.023,5.4
2018-03-27,咯林,11.3,7.9,232.0,11.6,3.4,2.3,3.861,0.022,5.4
2018-03-28,咯林,12.2,7.9,238.0,11.4,3.4,2.3,3.774,0.021,6.3
2018-03-29,咯林,12.9,7.9,238.0,11.2,3.2,2.3,3.686,0.02,8.8
2018-03-30,咯林,13.4,7.9,237.0,11.0,4.0,2.2,3.597,0.02,10.8
2018-03-31,咯林,13.5,8.0,241.0,11.1,3.4,2.2,3.572,0.019,11.1
2018-04-01,咯林,14.2,7.9,243.0,10.6,3.9,2.2,3.631,0.02,15.2
2018-04-02,咯林,13.8,7.7,248.0,10.1,4.8,2.2,3.652,0.02,14.7
2018-04-03,咯林,14.2,8.0,253.0,10.7,3.7,2.2,3.44,0.021,16.4
2018-04-04,咯林,14.2,7.8,253.0,10.1,4.7,2.3,3.35,0.02,15.4
2018-04-05,咯林,12.0,7.7,253.0,9.8,5.1,2.3,3.258,0.018,14.7
2018-04-06,咯林,10.8,7.8,261.0,10.7,4.4,2.4,3.392,0.019,16.2
2018-04-07,咯林,10.7,7.8,267.0,11.0,6.3,2.8,3.576,0.026,23.4
2018-04-08,咯林,9.1,7.8,258.0,11.4,4.7,2.6,3.664,0.023,11.1
2018-04-09,咯林,9.8,7.7,250.0,11.3,4.5,2.4,3.819,0.025,8.5
2018-04-10,咯林,10.6,7.7,238.0,11.3,5.1,2.1,4.018,0.027,6.9
2018-04-11,咯林,12.1,7.8,236.0,11.0,3.8,1.9,3.882,0.023,6.1
2018-04-12,咯林,12.6,7.8,240.0,10.6,4.4,1.9,3.692,0.021,7.8
2018-04-13,咯林,11.9,7.9,247.0,11.0,4.1,2.0,3.464,0.018,9.3
2018-04-14,咯林,11.4,7.9,244.0,11.1,4.0,1.9,3.601,0.016,10.6
2018-04-15,咯林,10.8,7.8,247.0,10.9,4.8,2.0,3.638,0.016,13.7
2018-04-16,咯林,11.2,8.0,242.0,11.4,4.4,2.0,,,11.0
2018-04-17,咯林,12.4,7.9,235.0,11.2,4.4,2.0,,,8.1
2018-04-18,咯林,12.5,7.9,235.0,11.1,5.0,1.9,,,7.6
2018-04-19,咯林,13.0,8.0,,11.0,4.8,,,0.015,7.9
2018-04-20,咯林,14.1,8.1,235.0,10.8,4.6,,,0.014,9.9
2018-04-21,咯林,14.7,8.1,237.0,10.7,4.5,2.3,,0.013,8.7
2018-04-22,咯林,14.9,8.2,237.0,10.6,4.8,2.3,2.744,0.011,10.6
2018-04-23,咯林,13.0,8.0,239.0,10.5,5.3,2.2,2.623,0.011,13.8
2018-04-24,咯林,12.3,7.5,243.0,10.0,26.4,,,0.094,21.1
2018-04-25,咯林,12.4,7.6,235.0,10.3,14.7,,,0.096,18.2
2018-04-26,咯林,13.5,7.7,231.0,10.5,8.5,2.6,,0.053,11.2
2018-04-27,咯林,13.6,7.7,226.0,10.5,7.6,2.5,3.419,0.034,9.4
2018-04-28,咯林,14.2,8.0,231.0,10.9,5.6,2.3,3.098,0.027,9.4
2018-04-29,咯林,14.0,8.1,237.0,11.3,5.0,2.1,2.996,0.022,10.5
2018-04-30,咯林,14.2,8.3,238.0,11.5,4.6,2.2,2.826,0.018,12.8
2018-05-01,咯林,14.4,8.4,241.0,11.8,4.7,2.2,2.665,0.015,13.9
2018-05-02,咯林,12.8,7.9,246.0,11.2,4.9,,,,15.2
2018-05-03,咯林,,,,,,,,,
2018-05-04,咯林,,,,,,,,,
2018-05-05,咯林,11.9,8.2,255.0,11.8,3.3,2.5,,0.015,12.1
2018-05-06,咯林,11.5,8.1,256.0,11.6,3.2,2.4,,0.014,17.7
2018-05-07,咯林,12.3,8.0,263.0,11.1,5.4,2.7,,0.024,28.9
2018-05-08,咯林,,,,,,,,,
2018-05-09,咯林,,,,,,,,,
2018-05-10,咯林,,,,,,,,,
2018-05-11,咯林,13.0,7.8,256.0,11.4,3.8,2.4,,0.013,
2018-05-12,咯林,12.2,7.6,259.0,11.0,3.9,2.4,,0.012,7.1
2018-05-13,咯林,13.6,7.5,264.0,10.3,10.5,3.2,,0.029,11.2
2018-05-14,咯林,14.3,7.5,258.0,10.1,7.6,3.1,,0.035,7.7
2018-05-15,咯林,15.2,7.7,255.0,10.6,4.2,2.9,,0.025,7.5
2018-05-16,咯林,15.8,7.6,248.0,9.5,51.5,3.0,,0.04,8.0
2018-05-17,咯林,17.9,7.0,211.0,7.7,248.1,,,,11.6
2018-05-18,咯林,17.4,7.0,199.0,7.9,212.4,,,,12.3
2018-05-19,咯林,16.7,7.1,217.0,8.3,51.8,,,,6.9
2018-05-20,咯林,16.3,7.2,231.0,8.4,22.4,,,,5.3
2018-05-21,咯林,15.6,7.4,243.0,9.8,12.1,,,,3.5
2018-05-22,咯林,15.7,7.5,246.0,10.1,10.0,2.8,3.461,0.054,2.7
2018-05-23,咯林,16.3,7.5,250.0,10.0,9.5,2.6,3.365,0.047,2.5
2018-05-24,咯林,16.6,7.6,251.0,9.9,8.5,2.5,3.312,0.043,2.6
2018-05-25,咯林,16.6,7.6,248.0,9.9,7.8,2.4,3.213,0.033,2.7
2018-05-26,咯林,16.2,7.6,250.0,10.3,7.3,2.3,3.174,0.027,2.0
2018-05-27,咯林,16.6,7.6,244.0,9.7,10.4,2.2,3.161,0.028,2.5
2018-05-28,咯林,16.5,7.5,238.0,10.0,13.8,2.4,3.152,0.036,3.1
2018-05-29,咯林,16.8,7.5,236.0,9.8,14.2,2.5,3.068,0.043,2.7
2018-05-30,咯林,16.8,7.4,234.0,9.9,14.6,2.6,,0.05,3.3
2018-05-31,咯林,17.0,7.5,233.0,9.9,13.3,2.7,3.569,0.061,5.5
2018-06-01,咯林,17.4,7.5,230.0,9.9,12.4,2.6,3.599,0.058,5.8
2018-06-02,咯林,17.8,7.5,227.0,9.9,12.1,2.6,3.55,0.058,4.8
2018-06-03,咯林,18.3,7.5,226.0,10.0,10.7,2.6,3.591,0.058,4.2
2018-06-04,咯林,21.0,7.7,227.0,9.9,8.3,2.7,,,8.1
2018-06-05,咯林,21.5,7.7,230.0,9.4,6.1,2.8,,0.04,11.1
2018-06-06,咯林,22.0,8.1,225.0,10.3,7.7,2.7,3.143,0.043,21.7
2018-06-07,咯林,22.1,8.3,,10.2,7.4,2.6,2.925,0.032,32.3
2018-06-08,咯林,22.0,8.2,228.0,9.7,7.3,2.3,2.83,0.029,26.6
2018-06-09,咯林,20.9,7.8,227.0,9.3,7.4,2.1,2.91,0.032,16.5
2018-06-10,咯林,21.0,7.8,227.0,9.0,6.7,2.1,3.079,0.037,16.4
2018-06-11,咯林,21.1,7.8,232.0,9.0,6.7,2.1,3.149,0.037,21.0
2018-06-12,咯林,21.5,7.9,232.0,9.4,5.9,2.1,3.121,0.037,19.1
2018-06-13,咯林,22.3,8.0,230.0,9.5,5.2,2.1,3.033,0.036,11.3
2018-06-14,咯林,21.8,7.7,228.0,9.0,5.5,2.1,3.095,,8.0
2018-06-15,咯林,,,,,,,,,
2018-06-16,咯林,,,,,,,,,
2018-06-17,咯林,,,,,,,,,
2018-06-18,咯林,,,,,,,,,
2018-06-19,咯林,22.7,8.3,226.0,10.6,4.2,2.2,2.652,0.029,30.1
2018-06-20,咯林,22.1,8.1,227.0,9.9,5.4,2.1,2.632,0.024,22.2
2018-06-21,咯林,23.0,8.2,229.0,9.9,3.3,2.2,2.571,0.022,18.0
2018-06-22,咯林,23.5,8.1,228.0,9.6,3.4,2.5,2.59,0.022,14.7
2018-06-23,咯林,23.4,8.1,228.0,9.5,3.2,2.6,2.617,0.023,14.3
2018-06-24,咯林,23.7,8.0,230.0,8.9,3.6,2.6,2.57,0.022,24.6
2018-06-25,咯林,24.0,8.1,230.0,9.4,3.0,2.6,2.574,0.022,19.3
2018-06-26,咯林,23.0,7.8,228.0,8.1,7.3,2.5,2.561,0.024,14.1
2018-06-27,咯林,23.0,6.9,188.0,5.1,116.3,,,,18.9
2018-06-28,咯林,23.3,7.2,213.0,6.3,18.3,,,,11.6
2018-06-29,咯林,23.2,7.2,218.0,6.6,21.1,,,,10.7
2018-06-30,咯林,23.7,7.2,219.0,6.8,15.1,,,,11.6
2018-07-01,咯林,22.3,7.2,204.0,7.1,60.7,,,,13.4
2018-07-02,咯林,21.9,6.8,139.0,6.2,174.4,,,,14.4
2018-07-03,咯林,22.6,6.8,151.0,6.3,70.1,,,,7.5
2018-07-04,咯林,23.1,6.9,169.0,6.5,32.4,,,,5.7
2018-07-05,咯林,22.9,7.0,192.0,7.0,22.8,,,,3.6
2018-07-06,咯林,24.0,6.7,137.0,5.4,201.1,,,,4.5
2018-07-07,咯林,22.6,7.0,187.0,7.1,34.8,,,,3.4
2018-07-08,咯林,21.2,7.1,213.0,7.9,23.7,,,,2.4
2018-07-09,咯林,20.2,7.2,218.0,7.8,21.1,,,,2.7
2018-07-10,咯林,19.9,7.2,219.0,7.7,22.1,,,,3.2
2018-07-11,咯林,20.9,7.2,217.0,7.6,19.4,2.9,3.355,0.095,2.5
2018-07-12,咯林,22.1,7.2,214.0,7.7,17.3,2.8,3.686,0.08,2.8
2018-07-13,咯林,23.0,7.3,214.0,8.0,15.8,2.8,3.911,0.069,4.0
2018-07-14,咯林,23.6,7.4,215.0,8.1,14.6,2.7,3.864,0.064,4.7
2018-07-15,咯林,24.0,7.5,216.0,8.5,13.7,2.7,3.81,0.058,5.0
2018-07-16,咯林,24.4,7.6,217.0,8.6,12.2,2.6,3.514,0.055,5.9
2018-07-17,咯林,24.4,7.7,216.0,8.5,10.8,2.5,2.918,0.05,7.1
2018-07-18,咯林,26.4,8.0,222.0,9.1,8.1,2.5,2.851,0.045,10.5
2018-07-19,咯林,26.9,7.9,225.0,8.8,6.8,2.4,2.82,0.042,8.1
2018-07-20,咯林,26.9,8.0,229.0,8.8,3.2,2.5,2.528,0.036,7.8
2018-07-21,咯林,27.1,7.8,230.0,8.3,2.9,2.4,2.546,0.036,6.3
2018-07-22,咯林,27.1,7.9,230.0,8.4,2.8,,,,7.0
2018-07-23,咯林,27.0,7.8,229.0,8.4,3.0,2.5,2.417,0.031,8.1
2018-07-24,咯林,27.6,7.9,232.0,8.5,2.9,2.5,2.383,0.029,9.4
2018-07-25,咯林,27.6,7.7,233.0,8.1,3.0,2.5,2.364,0.031,7.8
2018-07-26,咯林,27.1,7.7,234.0,8.2,4.3,2.5,2.32,0.031,8.7
2018-07-27,咯林,27.9,7.9,233.0,8.3,3.9,2.5,2.313,0.03,8.4
2018-07-28,咯林,28.1,7.9,233.0,8.2,3.4,2.5,2.264,0.028,9.3
2018-07-29,咯林,27.8,7.7,234.0,7.5,3.6,2.5,2.301,0.025,8.0
2018-07-30,咯林,27.3,7.9,233.0,7.9,4.4,2.5,2.324,0.027,8.2
2018-07-31,咯林,27.0,7.9,232.0,8.1,3.9,2.5,2.333,0.026,7.3
2018-08-01,咯林,28.0,8.0,233.0,7.9,3.9,2.5,2.268,0.028,8.4
2018-08-02,咯林,28.1,8.1,233.0,7.6,3.8,2.4,2.213,0.026,9.0
2018-08-03,咯林,28.2,8.1,234.0,8.0,3.9,2.4,2.159,0.023,9.8
2018-08-04,咯林,28.0,8.1,232.0,8.3,3.8,2.4,2.139,0.022,9.8
2018-08-05,咯林,27.2,7.9,234.0,8.9,4.0,2.4,2.163,0.023,7.9
2018-08-06,咯林,26.4,7.7,235.0,8.2,4.1,2.4,2.219,0.019,6.2
2018-08-07,咯林,26.7,7.8,238.0,8.2,4.1,2.8,2.236,0.023,5.1
2018-08-08,咯林,26.9,8.0,241.0,8.4,4.1,2.7,2.262,0.023,6.3
2018-08-09,咯林,26.6,7.9,240.0,8.3,4.2,2.6,2.281,0.023,5.9
2018-08-10,咯林,,,,,,,,,
2018-08-11,咯林,,,,,,,,,
2018-08-12,咯林,,,,,,,,,
2018-08-13,咯林,,,,,,,,,
2018-08-14,咯林,27.9,8.4,242.0,9.7,2.3,3.1,2.139,0.025,23.4
2018-08-15,咯林,27.3,8.3,240.0,9.6,2.3,2.9,2.216,0.021,18.2
2018-08-16,咯林,26.9,8.2,238.0,9.4,2.5,2.8,2.223,0.019,14.7
2018-08-17,咯林,25.6,8.0,241.0,8.7,3.2,2.8,2.241,0.024,12.1
2018-08-18,咯林,24.5,8.2,237.0,9.7,2.4,2.6,2.311,,11.6
2018-08-19,咯林,25.4,8.2,240.0,9.7,1.9,2.6,2.235,,13.9
2018-08-20,咯林,25.2,8.1,241.0,9.4,2.6,2.6,2.285,,13.0
2018-08-21,咯林,24.6,8.1,240.0,9.2,2.8,2.5,2.368,0.024,12.9
2018-08-22,咯林,25.0,7.7,245.0,8.0,2.2,2.6,2.49,0.022,18.7
2018-08-23,咯林,25.8,8.0,247.0,8.6,1.9,2.6,2.43,0.025,21.6
2018-08-24,咯林,24.4,7.6,249.0,7.5,3.1,2.6,2.592,0.029,14.7
2018-08-25,咯林,23.6,7.4,253.0,7.4,2.9,2.8,2.468,0.035,13.7
2018-08-26,咯林,23.3,7.5,260.0,8.0,2.5,2.8,2.422,0.032,13.1
2018-08-27,咯林,22.2,7.3,234.0,7.5,27.6,,,,17.8
2018-08-28,咯林,22.6,6.8,133.0,6.3,183.9,,,,15.2
2018-08-29,咯林,23.6,6.6,123.0,5.9,105.8,,,,6.9
2018-08-30,咯林,24.6,6.8,163.0,6.0,25.8,,,,5.7
2018-08-31,咯林,23.7,6.9,146.0,7.1,149.6,,,,6.3
2018-09-01,咯林,23.8,6.9,146.0,6.9,55.7,,,,5.6
2018-09-02,咯林,23.4,7.0,177.0,7.2,19.5,,,,5.0
2018-09-03,咯林,22.8,7.2,208.0,7.4,12.6,,,,4.4
2018-09-04,咯林,22.3,7.0,143.0,8.2,197.3,,,,6.5
2018-09-05,咯林,21.8,7.1,167.0,7.7,54.7,,,,4.0
2018-09-06,咯林,21.8,7.3,203.0,8.1,19.7,,,,3.3
2018-09-07,咯林,22.1,7.4,204.0,8.2,15.4,,,,3.2
2018-09-08,咯林,21.7,7.4,205.0,8.4,13.7,,,,3.0
2018-09-09,咯林,21.6,7.4,206.0,8.2,11.8,,,,3.1
2018-09-10,咯林,21.1,7.4,206.0,8.2,12.3,,,,3.3
2018-09-11,咯林,21.2,7.3,211.0,7.9,7.7,2.9,2.563,0.061,3.0
2018-09-12,咯林,21.9,7.5,216.0,8.1,5.7,2.9,2.635,0.05,3.5
2018-09-13,咯林,22.3,7.5,220.0,8.3,5.2,2.9,2.674,0.041,5.8
2018-09-14,咯林,21.6,7.5,221.0,8.3,5.4,2.9,2.637,0.041,5.6
2018-09-15,咯林,21.7,7.5,222.0,8.2,4.5,2.8,2.582,0.039,4.6
2018-09-16,咯林,21.4,7.5,223.0,8.1,5.3,2.8,2.578,0.04,4.1
2018-09-17,咯林,22.2,7.6,224.0,8.5,4.9,2.9,2.57,0.039,4.9
2018-09-18,咯林,22.4,7.7,221.0,8.7,5.0,2.9,2.556,0.042,3.8
2018-09-19,咯林,22.2,7.8,221.0,8.8,5.0,2.9,2.531,0.038,4.6
2018-09-20,咯林,21.6,7.7,220.0,8.5,5.5,2.9,2.517,0.036,4.9
2018-09-21,咯林,20.8,7.5,231.0,8.1,7.2,3.1,2.744,0.046,7.1
2018-09-22,咯林,21.0,7.3,219.0,7.4,10.9,4.2,3.045,0.137,10.5
2018-09-23,咯林,21.0,7.5,218.0,8.2,6.0,3.4,2.679,0.074,4.5
2018-09-24,咯林,20.6,7.6,217.0,8.8,6.0,3.1,2.542,0.057,3.1
2018-09-25,咯林,20.4,7.8,218.0,9.5,5.3,3.1,2.556,0.049,2.4
2018-09-26,咯林,20.5,7.9,221.0,9.6,6.2,3.0,2.525,0.041,2.3
2018-09-27,咯林,20.2,8.0,219.0,10.2,6.4,2.9,2.479,0.038,2.4
2018-09-28,咯林,20.1,8.1,221.0,9.9,5.3,2.9,2.462,0.038,2.7
2018-09-29,咯林,19.9,8.1,219.0,10.1,5.0,2.8,2.483,0.033,2.7
2018-09-30,咯林,20.8,8.3,222.0,10.5,6.0,2.7,2.578,0.034,2.6
2018-10-01,咯林,19.8,8.2,222.0,10.0,4.7,2.7,2.583,0.03,2.9
2018-10-02,咯林,19.2,8.3,220.0,10.4,2.7,2.8,2.585,0.027,2.8
2018-10-03,咯林,19.6,8.5,223.0,11.4,2.6,2.8,2.509,0.027,2.3
2018-10-04,咯林,19.8,8.5,221.0,11.3,2.5,2.8,2.431,0.025,2.1
2018-10-05,咯林,19.9,8.4,228.0,10.9,3.0,2.8,2.412,0.026,3.2
2018-10-06,咯林,19.0,7.4,215.0,8.1,13.1,3.2,2.789,0.065,7.2
2018-10-07,咯林,19.0,7.1,173.0,7.8,27.8,,,,8.3
2018-10-08,咯林,18.6,7.2,177.0,8.1,11.4,,,,5.3
2018-10-09,咯林,18.2,7.3,180.0,8.6,8.0,,,,3.5
2018-10-10,咯林,18.4,7.5,190.0,8.9,5.8,,,,2.7
2018-10-11,咯林,17.4,7.7,201.0,9.5,4.7,3.0,2.581,0.05,2.3
2018-10-12,咯林,16.7,7.9,206.0,10.2,3.8,2.9,2.519,0.042,2.1
2018-10-13,咯林,17.0,8.0,211.0,10.4,4.1,2.9,2.516,0.036,2.1
2018-10-14,咯林,17.3,8.0,215.0,10.3,3.7,2.8,2.534,0.032,1.9
2018-10-15,咯林,17.3,8.0,220.0,10.4,3.6,2.7,2.56,0.029,2.0
2018-10-16,咯林,17.5,8.0,224.0,10.2,3.7,2.6,2.623,0.025,2.3
2018-10-17,咯林,17.2,7.9,226.0,10.0,4.2,2.5,2.667,0.021,3.2
2018-10-18,咯林,16.9,8.0,229.0,10.2,4.4,2.6,2.628,0.018,4.1
2018-10-19,咯林,16.9,7.9,229.0,10.0,4.2,2.6,2.553,0.019,4.2
2018-10-20,咯林,17.0,8.1,231.0,10.5,4.1,2.6,2.547,0.019,4.9
2018-10-21,咯林,16.9,8.1,230.0,10.3,4.1,2.5,2.501,0.015,4.9
2018-10-22,咯林,16.7,8.1,230.0,10.7,4.4,2.5,2.515,0.018,5.6
2018-10-23,咯林,16.4,8.1,230.0,10.2,4.3,2.6,2.55,0.017,6.9
2018-10-24,咯林,16.2,7.9,232.0,9.8,4.1,2.6,2.476,0.016,7.8
2018-10-25,咯林,16.3,8.0,234.0,10.2,4.1,2.5,2.418,0.014,6.8
2018-10-26,咯林,16.3,8.0,231.0,10.1,4.0,2.4,2.576,0.016,6.1
2018-10-27,咯林,15.2,7.6,232.0,9.1,4.3,2.4,2.616,0.012,5.1
2018-10-28,咯林,14.3,7.8,236.0,9.8,3.8,2.4,2.748,0.011,3.5
2018-10-29,咯林,14.1,7.6,236.0,9.4,4.0,2.4,2.819,0.015,2.5
2018-10-30,咯林,13.9,7.7,236.0,9.9,3.4,2.5,2.843,0.023,1.8
2018-10-31,咯林,14.0,7.9,235.0,10.4,2.7,2.4,2.677,0.018,1.3
2018-11-01,咯林,14.2,8.0,233.0,10.4,2.6,2.4,2.557,0.016,1.2
2018-11-02,咯林,13.6,7.9,241.0,10.7,2.4,2.4,2.564,0.017,1.1
2018-11-03,咯林,13.7,8.1,243.0,11.0,2.2,2.5,2.593,0.018,1.6
2018-11-04,咯林,13.9,8.1,245.0,11.1,2.2,2.5,2.625,0.016,1.6
2018-11-05,咯林,13.8,8.2,244.0,11.3,2.1,2.5,2.618,0.015,1.4
2018-11-06,咯林,13.9,8.3,243.0,11.7,2.1,2.5,2.596,0.015,1.8
2018-11-07,咯林,14.1,8.3,245.0,12.0,2.2,2.4,2.608,0.016,2.0
2018-11-08,咯林,14.4,7.8,247.0,10.2,2.7,2.5,2.701,0.013,2.4
2018-11-09,咯林,14.5,7.5,241.0,9.3,7.5,,2.813,0.035,3.8
2018-11-10,咯林,14.3,7.4,231.0,9.4,10.4,3.8,2.903,0.1,4.5
2018-11-11,咯林,13.6,7.6,233.0,10.3,5.2,3.4,2.754,0.07,2.8
2018-11-12,咯林,12.9,7.6,245.0,10.6,2.7,2.9,2.685,0.039,1.8
2018-11-13,咯林,12.7,7.8,251.0,11.1,2.4,,2.804,0.032,1.4
2018-11-14,咯林,12.4,7.9,246.0,11.1,2.4,,2.779,0.027,1.4
2018-11-15,咯林,12.3,8.0,244.0,11.6,2.7,2.8,2.686,0.024,1.8
2018-11-16,咯林,12.0,8.1,246.0,11.9,2.7,2.8,2.704,0.024,2.2
2018-11-17,咯林,11.8,8.2,247.0,11.8,2.5,2.7,2.648,0.019,2.4
2018-11-18,咯林,11.4,8.2,248.0,11.8,2.3,2.8,2.633,0.018,2.5
2018-11-19,咯林,11.0,8.1,245.0,11.8,2.1,2.7,2.612,0.015,3.2
2018-11-20,咯林,10.7,8.0,250.0,11.8,2.0,,2.597,0.015,3.2
2018-11-21,咯林,10.4,8.2,253.0,12.3,2.0,,2.629,0.013,2.5
2018-11-22,咯林,9.9,7.7,255.0,10.8,2.2,,2.611,0.013,1.9
2018-11-23,咯林,9.4,8.1,263.0,12.1,2.0,2.0,2.643,0.014,1.4
2018-11-24,咯林,8.5,8.2,266.0,12.7,1.9,1.9,2.726,0.013,1.4
2018-11-25,咯林,8.5,7.8,271.0,11.7,1.9,1.8,2.762,0.013,1.5
2018-11-26,咯林,9.3,8.1,276.0,12.4,2.0,1.8,2.813,0.014,1.6
2018-11-27,咯林,9.2,8.0,272.0,12.3,1.9,1.9,2.98,0.014,1.5
2018-11-28,咯林,9.2,8.0,272.0,12.1,1.9,1.9,3.082,0.012,1.5
2018-11-29,咯林,8.9,8.1,271.0,12.5,1.8,1.8,3.059,0.013,1.8
2018-11-30,咯林,8.5,8.0,265.0,12.2,1.6,1.8,2.929,0.011,1.7
2018-12-01,咯林,8.7,8.1,266.0,12.6,1.7,1.8,2.875,0.01,1.7
2018-12-02,咯林,8.7,8.1,264.0,12.6,1.8,1.7,2.897,0.009,1.8
